code,name,address,city,zip,phone,fax,principal,grade_from,grade_to,type,website,complex,complex_area,district,island,charter
386,Waiakeawaena Elem School,2420 Kilauea Avenue,Hilo,96720,808.300.1400,808.981.7205,Suzanne Ochi,K,5,Elementary,http://www.waiakeawaena-elementary.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,FALSE
231,Waialua Elem School,67-020 Waialua Beach Road,Waialua,96791,808.307.2600,808.637.8225,Varissa Pata,PreK,6,Elementary,http://www.waialuae.k12.hi.us,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
232,Waialua High & Inter School,67-160 Farrington Highway,Waialua,96791,808.307.2400,808.637.8209,Christine Alexander,7,12,Middle - High,http://www.whis.k12.hi.us/,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
270,Waianae Elem School,85-220 McArthur Street,Waianae,96792,808.305.2900,808.697.7090,Sheldon Konno,PreK,6,Elementary,https://sites.google.com/waianaeelem.k12.hi.us/wes/home,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
272,Waianae High School,85-251 Farrington Highway,Waianae,96792,808.697.9400,808.697.7018,Ray Jeanine Pikelny-Cook,9,12,High School,https://www.kaleoowaianae.com/,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
273,Waianae Inter School,85-626 Farrington Highway,Waianae,96792,808.305.2700,808.697.7124,John Wataoka,7,8,Middle / Inter,https://jrseariders.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
288,Waiau Elem School,98-450 Hookanike Street,Pearl City,96782,808.307.5200,808.453.6541,Kim Koga,K,6,Elementary,http://www.waiauelementary.org,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
424,Waihee Elem School,2125 Kahekili Highway,Wailuku,96793,808.727.5300,808.984.5648,Paula Inouye,K,5,Elementary,https://www.waihee.k12.hi.us/,Baldwin,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
290,Waikele Elem School,94-1035 Kukula Street,Waipahu,96797,808.307.6100,808.677.6106,Sheldon Oshio,K,6,Elementary,http://www.waikelees.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,FALSE
150,Waikiki Elem School,3710 Leahi Avenue,Honolulu,96815,808.971.6900,808.971.6902,Ryan Kusuda,K,5,Elementary,www.waikikischool.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
393,Waikoloa School,68-1730 Hooko Street,Waikoloa,96738,808.883.6808,808.883.6811,Michelle Barber,PreK,8,Elem - Middle,http://www.waikoloaschool.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
425,Wailuku Elem School,355 South High Street,Wailuku,96793,808.727.5500,808.984.5627,Nikan Arapoff,PreK,5,Elementary,http://wailuku.k12.hi.us,Baldwin,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
233,Waimalu Elem School,98-825 Moanalua Road,Aiea,96701,808.307.4500,808.483.7213,Ronnell Nipp,K,6,Elementary,http://www.waimaluelementary.org,Aiea,Aiea-Moanalua-Radford,Central,Oahu,FALSE
327,Waimanalo Elem & Inter School,41-1330 Kalanianaole Highway,Waimanalo,96795,808.259.0460,808.259.0463,Jamie Dela Cruz,PreK,8,Elem - Middle,http://www.waimanaloschool.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,FALSE
464,Waimea Canyon School,9555 Huakai Road,Waimea,96796,808.338.6830,808.338.6832,Ray Carvalho,6,8,Middle / Inter,http://www.waimeacanyonms.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
387,Waimea Elem School,67-1225 Mamalahoa Highway,Kamuela,96743,808.887.7636,808.887.7640,Tammie Picklesimer,PreK,5,Elementary,https://waimeael.k12.hi.us/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
462,Waimea High School,9707 Tsuchiya Road,Waimea,96796,808.338.6800,808.338.6807,Mahina Anguay,9,12,High School,https://www.waimeahigh.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
274,Waipahu Elem School,94-465 Waipahu Street,Waipahu,96797,808.307.6200,808.675.0121,Kai Kuboyama,K,6,Elementary,https://www.waipahuelem.k12.hi.us,Waipahu,Pearl City-Waipahu,Leeward,Oahu,FALSE
277,Waipahu High School,94-1211 Farrington Highway,Waipahu,96797,808.307.9555,808.675.0257,Zachary Sheets,9,12,High School,https://www.waipahuhigh.org/,Waipahu,Pearl City-Waipahu,Leeward,Oahu,FALSE
278,Waipahu Inter School,94-445 Farrington Highway,Waipahu,96797,808.307.9000,808.675.0181,Alvan Fukuhara,7,8,Middle / Inter,http://www.waipahuintermediate.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,FALSE
152,Washington Middle School,1633 South King Street,Honolulu,96826,808.973.0177,808.973.0181,Michael Harano,6,8,Middle / Inter,https://washingtonmiddleschool.org/,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
235,Webling Elem School,99-370 Paihi Street,Aiea,96701,808.307.9700,808.483.7242,Chad Matsuda,K,6,Elementary,http://weblingpueo.org,Aiea,Aiea-Moanalua-Radford,Central,Oahu,FALSE
236,Wheeler Elem School,1 Wheeler Army Air Field,Wahiawa,96786,808.305.9500,808.622.6403,Kendrick Kakazu,K,5,Elementary,http://www.wheeler.k12.hi.us,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
237,Wheeler Middle School,2 Wheeler Army Air Field,Wahiawa,96786,808.305.9000,808.622.6529,Kristin Walje,6,8,Middle / Inter,https://wheelermiddle.com/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
463,Wilcox Elem School,4319 Hardy Street,Lihue,96766,808.274.3150,808.274.3152,Corey Nakamura,K,5,Elementary,http://www.wilcox.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
558,Alakai o Kauai - PCS,2-4035 Kaumualii Hwy,Koloa,96746,808.635.5110,000.000.0000,Paul Zina,K,8,Elementary,http://www.alakaiokauai.org/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
396,Connections - PCS,174 Kamehameha Avenue,Hilo,96720,808.961.3664,808.961.2665,Damon Murphy,K,12,K - 12,http://www.connectionscharterschool.org/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,TRUE
568,DreamHouse Ewa Beach - PCS,91-1245 Franklin D. Roosevelt Avenue,Kapolei,96707,808.437.7771,000.000.0000,Ryan Mandado,6,12,Middle - High,https://www.dreamhouseewabeach.org,Campbell,Campbell-Kapolei,Leeward,Oahu,TRUE
546,Hakipuu Academy - PCS,45-720 Keaahala Road,Kaneohe,96744,808.235.9155,808.235.9160,Kanoe Kahalewai,7,12,Middle - High,https://www.hakipuu.org/,Castle,Castle-Kahuku,Windward,Oahu,TRUE
540,Halau Ku Mana - PCS,2101 Makiki Heights Drive,Honolulu,96822,808.945.1600,808.945.1604,Lori Pereia,4,12,K - 12,http://www.halaukumana.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,TRUE
551,Hawaii Technology Academy-PCS,94-450 Mokuola Street,Waipahu,96797,808.676.5444,808.676.5470,Matt Zitello,K,12,K - 12,https://hi.myhta.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,TRUE
561,HI Academy of Arts & Sci - PCS,15-1397 Homestead Road,Pahoa,96778,808.965.3730,808.965.3733,Steve Hirakami,K,12,K - 12,http://www.haaspcs.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,TRUE
548,Innovations - PCS,75-5815 Queen Kaahumanu Highway,Kailua-Kona,96740,808.331.3130,808.327.6209,Jennifer Hiro,K,8,Elem - Middle,http://www.ipcs.info/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,TRUE
562,Ka Umeke Kaeo - PCS,1500 Kalanianaole Avenue,Hilo,96720,808.933.3482,808.933.3488,Michelle Nohea Nahale-a,PreK,12,K - 12,http://kaumeke.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,TRUE
545,Ka Waihona O Ka Naauao - PCS,89-195 Farrington Highway,Wai'anae,96792,808.620.9030,808.664.2474,Kalehua Krug,K,8,Elem - Middle,http://www.kawaihonapcs.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,TRUE
275,Kamaile Academy - PCS,85-180 Ala Akau Street,Waianae,96792,808.697.7110,808.697.7115,Paul Kepka,PreK,12,K - 12,http://www.kamaile-academy.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,TRUE
547,Kamakau School - PCS,46-500 Kuneki Street,Kaneohe,96744,808.235.9175,808.235.9173,Meahilahila Kelling,PreK,12,K - 12,http://www.kamakau.com,Castle,Castle-Kahuku,Windward,Oahu,TRUE
397,Kanu O Ka Aina - PCS,64-1043 Hi'iaka St.,Kamuela,96743,808.887.1117,808.887.0030,Keomailani Case,K,12,K - 12,https://kanuokaaina.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,TRUE
564,Kanuikapono - PCS,4333 Kukuihale Road,Anahola,96703,808.822.9032,808.823.9140,Kanoe Ahuna,K,12,K - 12,http://kanuikapono.org/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
320,Kaohao Public Charter School,140 Alala Road,Kailua,96734,808.266.7844,808.266.7848,Keoki Fraser,K,6,Elementary,http://kaohaoschool.org/ ,Kalaheo,Kailua-Kalaheo,Windward,Oahu,TRUE
555,Kapolei Charter School PCS,2140 Lauwiliwili Street,Kapolei,96707,808.690.9909,000.000.0000,Wanda Villareal,9,12,High School,http://www.kcshawaii.org,Campbell,Campbell-Kapolei,Leeward,Oahu,TRUE
565,Kawaikini NCPCS,3-1821 J Kaumualii Hwy,Lihue,96766,808.632.2032,808.246.4835,Chad Schimmelfennig,K,12,K - 12,http://www.kawaikini.com,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
549,Ke Ana Laahana-PCS,162 Baker Avenue,Hilo,96720,808.961.6228,808.961.6229,Mapuana Waipa,7,12,Middle - High,http://www.kalpcs.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,TRUE
556,Ke Kula Niihau O Kekaha-LPCS,8135 Kekaha Road,Kekaha,96752,808.337.0481,808.337.1289,Tia Koerte,PreK,12,K - 12,http://www.hawaiicharterschools.com/school/ke-kula-niihau-kekaha-pcs,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
554,Kihei Charter School,300 Ohukai Road  #209,Kihei,96753,808.875.0700,808.874.6745,Michael  Stubbs,K,12,K - 12,http://www.kiheicharter.org/,Maui,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,TRUE
566,Kona Pacific PCS,79-7595 Mamamlahoa Highway,Kealakekua,96750,808.322.4900,808.322.4906,Amber Herres,PreK,8,Elem - Middle,http://www.kppcs.org,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,TRUE
557,Kua O Ka La - NCPCS,345 Makalika St,Hilo,96720,808.981.5866,808.933.0803,Vanessa Dilcher,PreK,8,Elem - Middle,http://kuaokala.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,TRUE
411,Kualapuu Elem School - PCS,260 Farrington Avenue,Kualapuu,96757,808.567.6900,808.567.6906,Lydia Trinidad,PreK,6,Elementary,http://kualapuucharterschool.org,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,TRUE
466,Kula Aupuni Niihau - PCS,8315 Kekaha Road  Suite P,Kekaha,96752,808.337.2022,808.337.2033,Hedy Sullivan,K,12,K - 12,http://www.kanakapcs.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
569,Kulia Academy,2340 Omilo Lane,Honolulu,96819,808.551.1413,000.000.0000,Andy Omer Gokce,6,6,Middle - High,https://kuliaacademy.org/,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,TRUE
377,Laupahoehoe Community - PCS,35-2065 Old Mamalahoa Highway,Laupahoehoe,96764,808.962.2200,808.962.2202,Kurt Rix,PreK,12,K - 12,http://www.lcpcs.org/,Laupahoehoe,Hilo-Waiakea,Hawaii,Hawaii,TRUE
550,Malama Honua - PCS,41-054 Ehukai Street,Waimanalo,96795,808.259.5522,808.259.5525,Denise Espania,K,8,Elem - Middle,http://www.malamahonuapcs.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,TRUE
544,Myron B. Thompson Academy,1040 Richards St.  Ste. 220,Honolulu,96813,808.441.8000,808.683.7062,Diana Oshiro,K,12,K - 12,http://www.ethompson.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,TRUE
398,Na Wai Ola - PCS,18-1355 Volcano Highway  P.O. Box 711539,Mountain View,96771,808.968.2318,808.968.0778,Kapua  Francisco,PreK,6,Elementary,http://nawaiolapcs.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,TRUE
591,Namahana School,4551 Kapuna Road,Kilauea,96754,000.000.0000,000.000.0000,Kapua Chandler,7,12,Middle - High,,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,TRUE
563,Nawahi - PCS,16-120 Opukahaia Street  Suite 2,Keaau,96749,808.982.4260,808.966.7821,Kauanoe Kamana,PreK,8,Elem - Middle,http://nawahi.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,TRUE
567,SEEQS - PCS,1728 Nuuanu Ave,Honolulu,96817,808.677.3377,000.000.0000,Buffy Cushman-Patz,6,8,Middle / Inter,http://www.seeqs.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,TRUE
543,University Laboratory School,1776 University Avenue  UHS Bldg 3  #121,Honolulu,96822,808.956.7833,808.956.7260,Keoni Jeremiah,K,12,K - 12,http://www.universitylaboratoryschool.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,TRUE
560,Volcano School of Arts & Sci,99-128 Old Volcano Road,Volcano,96785,808.985.9800,808.985.9898,Kalima Kinney,PreK,10,K - 12,http://volcanoschool.com/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,TRUE
541,Voyager - PCS,2428 Wilder Avenue,Honolulu,96822,808.521.9770,808.521.9772,Elise Price,K,8,Elem - Middle,http://voyagerschool.com,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,TRUE
149,Waialae Elem School - PCS,1045 19th Avenue,Honolulu,96816,808.733.4880,808.733.4886,Mary Wenstrom,PreK,5,Elementary,http://www.waialae.edu/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,TRUE
592,Waikiki Community Preschool,310 Paoakalani Avenue,Honolulu,96815,808.923.1802,000.000.0000,Caroline Hayashi,PreK,PreK,Elementary,,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,TRUE
394,Waimea Middle School - PCS,67-1229 Mamalahoa Hwy.,Kamuela,96743,808.887.6090,808.887.6087,Janice English,6,8,Middle / Inter,http://waimeamiddleschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,TRUE
399,West Hawaii Explorations - PCS,73-4460 Queen Kaahumanu Hwy.  PMB 503 Highway  Suite #105,Kailua-Kona,96740,808.327.4751,808.327.4750,Joseph Greenberg,6,12,Middle - High,http://www.whea.net/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,TRUE
